"adverb_type","part1","part2","Year","Sex","Class","Role"
"ly ending","perfectly","innocent",1775,"m","Higher class","judge"
"ly ending","certainly","stronger",1775,"m","Higher class","judge"
"other","so","good",1775,"m","Higher class","judge"
"other","very","singular",1775,"m","Higher class","judge"
"ly ending","perfectly","innocent",1775,"m","Higher class","judge"
"other","most","regular",1775,"m","Higher class","judge"
"other","so","good",1775,"m","Higher class","judge"
"other","very","identical",1775,"m","Higher class","judge"
"other","very","angry",1775,"m","Higher class","judge"
"other","so","positive",1775,"m","Higher class","judge"
"other","very","conversant",1775,"m","Higher class","judge"
"other","all","current",1775,"m","Higher class","judge"
"other","very","positive",1775,"m","Higher class","witness"
"other","very","industrious",1775,"m","Higher class","witness"
"other","very","good",1775,"m","Higher class","witness"
"other","very","sober",1775,"m","Higher class","witness"
"other","very","precipetant",1775,"m","Higher class","victim"
"ly ending","extremely","obliging",1775,"m","Higher class","victim"
"other","very","obliging",1775,"m","Higher class","victim"
"ly ending","absolutely","certain",1775,"m","Higher class","victim"
"other","so","hardened",1775,"m","Higher class","victim"
"other","very","honest",1775,"m","Higher class","witness"
"other","so","particular",1775,"m","Higher class","witness"
"other","very","proper",1775,"m","Higher class","witness"
"other","very","good",1775,"f","Higher class","witness"
"other","very","big",1775,"f","Higher class","witness"
"other","very","big",1775,"f","Higher class","witness"
"other","so","big",1775,"f","Higher class","witness"
"other","very","ill",1775,"f","Higher class","witness"
"other","very","uneasy",1775,"f","Higher class","witness"
"other","very","ill",1775,"f","Higher class","witness"
"other","very","good",1775,"f","Higher class","witness"
"other","very","honest",1775,"m","Higher class","witness"
"other","quite","sober",1775,"m","Higher class","witness"
"other","quite","positive",1775,"f","Lower class","witness"
"other","more","easy",1775,"f","Lower class","witness"
"other","very","odd",1775,"f","Lower class","witness"
"other","very","certain",1775,"m","Lower class","witness"
"other","very","plain",1775,"m","Lower class","witness"
"ly ending","entirely","different",1775,"m","Lower class","witness"
"other","very","angry",1775,"m","Lower class","witness"
"other","very","desirous",1775,"m","Lower class","witness"
"other","quite","innocent",1775,"m","Lower class","defendant"
"other","very","indecent",1775,"m","Higher class","witness"
"other","very","unfair",1775,"m","Higher class","witness"
"other","more","bulky",1775,"m","Higher class","witness"
"other","very","haughty",1775,"m","Lower class","witness"
"other","very","humane",1775,"m","Lower class","witness"
"other","very","good",1775,"m","Lower class","victim"
"other","very","industrious",1775,"m","Lower class","witness"
"other","very","good",1775,"m","Lower class","witness"
"other","very","good",1775,"m","Lower class","witness"
"other","very","fair",1775,"m","Lower class","witness"
"other","very","intimate",1775,"m","Lower class","witness"
"other","very","honest",1775,"m","Lower class","witness"
"other","very","honest",1775,"m","Lower class","witness"
"other","very","honest",1775,"m","Lower class","witness"
"other","very","good",1775,"m","Lower class","witness"
"other","too","strong",1775,"m","Lower class","victim"
"other","very","dark",1775,"m","Lower class","witness"
"other","too","late",1775,"m","Lower class","witness"
"other","very","short",1775,"m","Lower class","witness"
"other","very","sober",1775,"f","Lower class","witness"
"other","more","sober",1775,"m","Lower class","victim"
"other","very","genteel",1776,"m","Higher class","witness"
"other","very","ill",1776,"m","Higher class","witness"
"other","very","good",1776,"m","Higher class","witness"
"other","very","bad",1776,"m","Lower class","witness"
"other","so","ill",1776,"m","Lower class","witness"
"ly ending","really","innocent",1776,"m","Lower class","defendant"
"other","very","sick",1776,"m","Lower class","witness"
"other","very","sick",1776,"m","Lower class","witness"
"ly ending","entirely","unacquainted",1776,"m","Lower class","defendant"
"other","very","fast",1776,"m","Higher class","witness"
"other","very","slow",1776,"m","Lower class","victim"
"other","very","high",1776,"m","Lower class","victim"
"other","very","genteel",1776,"m","Lower class","victim"
"other","very","insignificant",1777,"m","Higher class","witness"
"other","very","good",1777,"m","Higher class","witness"
"other","very","bad",1777,"m","Higher class","witness"
"other","quite","well",1777,"m","Higher class","witness"
"other","very","laudable",1777,"m","Higher class","lawyer"
"ly ending","extremely","clear",1777,"m","Higher class","lawyer"
"other","very","considerable",1777,"m","Higher class","lawyer"
"other","so","difficult",1777,"m","Higher class","lawyer"
"other","so","important",1777,"m","Higher class","lawyer"
"other","so","delicate",1777,"m","Higher class","lawyer"
"other","most","familiar",1777,"m","Higher class","lawyer"
"other","so","material",1777,"m","Higher class","lawyer"
"other","more","criminal",1777,"m","Higher class","lawyer"
"other","most","dangerous",1777,"m","Higher class","lawyer"
"other","most","criminal",1777,"m","Higher class","lawyer"
"ly ending","absolutely","necessary",1777,"m","Higher class","lawyer"
"ly ending","perfectly","new",1777,"m","Higher class","lawyer"
"other","very","full",1777,"m","Higher class","lawyer"
"other","very","dangerous",1777,"m","Higher class","lawyer"
"other","very","extraordinary",1777,"m","Higher class","lawyer"
"ly ending","exceedingly","blameable",1777,"m","Higher class","lawyer"
"other","very","sorry",1777,"m","Higher class","lawyer"
"ly ending","totally","immaterial",1777,"m","Higher class","lawyer"
"ly ending","perfectly","satisfied",1777,"m","Higher class","lawyer"
"ly ending","perfectly","unmerited",1777,"m","Higher class","lawyer"
"ly ending","perfectly","innocent",1777,"m","Higher class","lawyer"
"other","most","innocent",1777,"m","Higher class","lawyer"
"other","so","committed",1777,"m","Higher class","lawyer"
"ly ending","utterly","new",1777,"m","Higher class","lawyer"
"ly ending","totally","immaterial",1777,"m","Higher class","lawyer"
"other","very","general",1777,"m","Higher class","lawyer"
"other","very","apt",1777,"m","Higher class","lawyer"
"other","very","apt",1777,"m","Higher class","lawyer"
"other","very","sorry",1777,"m","Higher class","lawyer"
"ly ending","entirely","fresh",1777,"m","Higher class","lawyer"
"ly ending","utterly","impossible",1777,"m","Higher class","lawyer"
"other","so","strong",1777,"m","Higher class","lawyer"
"ly ending","utterly","impossible",1777,"m","Higher class","lawyer"
"other","very","remarkable",1777,"m","Higher class","lawyer"
"other","very","odd",1777,"m","Higher class","lawyer"
"other","very","singular",1777,"m","Higher class","lawyer"
"other","very","sorry",1777,"m","Higher class","lawyer"
"other","very","willing",1777,"m","Higher class","lawyer"
"other","most","express",1777,"m","Higher class","lawyer"
"ly ending","perfectly","innocent",1777,"m","Higher class","lawyer"
"other","most","emphatic",1777,"m","Higher class","lawyer"
"other","very","explicit",1777,"m","Higher class","lawyer"
"ly ending","certainly","blameable",1777,"m","Higher class","lawyer"
"ly ending","extremely","strong",1777,"m","Higher class","lawyer"
"ly ending","really","genuine",1777,"m","Higher class","lawyer"
"ly ending","perfectly","convinced",1777,"m","Higher class","lawyer"
"other","very","dangerous",1777,"m","Higher class","lawyer"
"ly ending","totally","distinct",1777,"m","Higher class","lawyer"
"other","so","dark",1777,"m","Higher class","lawyer"
"other","so","dark",1777,"m","Higher class","lawyer"
"other","very","dark",1777,"m","Higher class","lawyer"
"other","quite","sober",1777,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1777,"m","Higher class","lawyer"
"other","so","dark",1777,"m","Higher class","lawyer"
"ly ending","perfectly","sure",1777,"m","Higher class","lawyer"
"other","very","impudent",1777,"m","Higher class","lawyer"
"other","very","rude",1777,"m","Higher class","lawyer"
"other","very","sensible",1777,"m","Higher class","lawyer"
"other","very","intimate",1777,"m","Higher class","lawyer"
"other","so","kind",1777,"m","Higher class","lawyer"
"other","very","pleasant",1777,"m","Higher class","lawyer"
"other","very","good",1777,"m","Higher class","lawyer"
"other","much","worse",1777,"m","Higher class","lawyer"
"other","all","able",1777,"m","Higher class","lawyer"
"other","very","low",1777,"m","Higher class","lawyer"
"other","very","ill",1777,"m","Higher class","lawyer"
"other","so","ill",1777,"m","Higher class","lawyer"
"other","so","hurt",1777,"m","Higher class","lawyer"
"other","very","full",1777,"m","Higher class","judge"
"other","very","full",1777,"m","Higher class","judge"
"other","much","earlier",1777,"m","Higher class","judge"
"other","very","odd",1777,"m","Higher class","judge"
"other","so","swift",1777,"m","Higher class","judge"
"other","very","learned",1777,"m","Higher class","judge"
"other","very","strong",1777,"m","Higher class","judge"
"other","very","learned",1777,"m","Higher class","judge"
"other","very","learned",1777,"m","Higher class","judge"
"other","very","old",1777,"m","Higher class","judge"
"other","very","good",1777,"m","Higher class","judge"
"other","so","wicked",1777,"m","Higher class","judge"
"other","very","large",1777,"m","Higher class","judge"
"other","very","vague",1777,"m","Higher class","judge"
"other","very","honest",1777,"m","Higher class","witness"
"other","very","tractable",1777,"m","Higher class","witness"
"other","very","indecent",1777,"m","Higher class","interpreter"
"other","more","cautious",1777,"m","Higher class","victim"
"other","quite","voluntary",1777,"m","Higher class","victim"
"other","so","great",1777,"m","Higher class","victim"
"other","very","certain",1777,"m","Higher class","victim"
"other","too","late",1777,"m","Higher class","witness"
"other","very","modest",1777,"m","Higher class","witness"
"other","so","good",1777,"m","Higher class","witness"
"other","very","warm",1777,"m","Higher class","witness"
"other","very","troublesome",1777,"m","Higher class","witness"
"other","very","great",1777,"m","Higher class","witness"
"other","very","swift",1777,"f","Lower class","witness"
"other","very","swift",1777,"f","Lower class","witness"
"other","very","quiet",1777,"f","Lower class","witness"
"other","more","violent",1777,"m","Lower class","witness"
"other","very","cruel",1777,"m","Lower class","witness"
"other","quite","unprovided",1777,"m","Lower class","defendant"
"other","very","indecent",1777,"f","Lower class","victim"
"other","most","inhuman",1777,"f","Lower class","victim"
"other","very","cruel",1777,"f","Lower class","victim"
"other","very","ill",1777,"f","Lower class","victim"
"other","very","ill",1777,"f","Lower class","victim"
"other","very","bad",1777,"f","Lower class","victim"
"other","very","ill",1777,"f","Lower class","victim"
"other","very","fresh",1777,"m","Lower class","witness"
"other","very","jealous",1777,"m","Lower class","witness"
"other","very","regular",1777,"m","Lower class","witness"
"other","very","ill",1777,"m","Higher class","witness"
"other","very","well",1777,"m","Higher class","witness"
"other","so","wicked",1777,"m","Higher class","witness"
"other","so","overwhelmed",1777,"m","Higher class","victim"
